Farm_ID,Region,Crop_Type,Season,Area_Planted_Ha,Fertilizer_Used_kg,Rainfall_mm,Yield_Tonnes,Soil_Type,Market_Price_KES_per_Tonne,Year
FARM023020,Kisumu,Beans,Long Rains,8.99,268.0,317.0,11.96,Clay,45739.38,2015
FARM023021,Nakuru,Sugarcane,Long Rains,7.65,131.8,633.6,2.51,Sandy,25745.33,2023
FARM023022,Embu,Maize,Short Rains,5.27,86.9,292.3,6.91,Loamy,47472.11,2018
FARM023023,Nakuru,Tea,Short Rains,2.59,135.7,374.3,1.01,Loamy,49020.93,2023
FARM023024,Embu,Wheat,Short Rains,0.67,463.5,210.4,2.11,Clay,42300.95,2017
FARM023025,Embu,Tea,Short Rains,0.63,387.7,853.3,9.94,Loamy,37126.53,2016
FARM023026,Nakuru,Wheat,Short Rains,7.72,50.7,923.5,6.16,Sandy,60368.28,2022
FARM023027,Uasin Gishu,Beans,Short Rains,3.9,307.5,1232.4,1.28,Clay,36197.67,2024
FARM023028,Uasin Gishu,Wheat,Long Rains,0.86,88.9,1185.0,10.68,Loamy,70014.41,2020
FARM023029,Uasin Gishu,Maize,Long Rains,3.41,89.5,792.6,10.59,Loamy,75914.42,2017
FARM023030,Nakuru,Coffee,Long Rains,3.23,489.6,1430.3,9.05,Loamy,70109.15,2024
FARM023031,Uasin Gishu,Wheat,Short Rains,6.78,458.6,757.1,8.64,Clay,48704.15,2015
FARM023032,Nakuru,Wheat,Short Rains,8.2,128.3,716.0,4.53,Loamy,36129.41,2016
FARM023033,Nyeri,Coffee,Short Rains,4.43,71.8,668.7,4.5,Sandy,61170.9,2024
FARM023034,Kisumu,Coffee,Short Rains,8.71,311.9,1039.4,4.05,Sandy,63291.05,2020
FARM023035,Uasin Gishu,Wheat,Long Rains,2.71,449.1,751.2,8.78,Sandy,71921.44,2021
FARM023036,Kisumu,Maize,Long Rains,9.79,497.7,841.1,10.67,Sandy,66330.87,2024
FARM023037,Nyeri,Beans,Long Rains,1.77,266.7,201.2,2.27,Clay,20682.6,2023
FARM023038,Kisumu,Wheat,Short Rains,2.76,149.4,483.0,7.05,Clay,67452.57,2024
FARM023039,Meru,Beans,Short Rains,6.23,290.3,583.6,5.65,Loamy,10386.52,2020
FARM023040,Nakuru,Sugarcane,Short Rains,4.0,338.1,1418.9,4.57,Loamy,56238.07,2016
FARM023041,Kisumu,Coffee,Long Rains,9.79,169.2,749.9,9.04,Loamy,70496.54,2015
FARM023042,Bungoma,Maize,Long Rains,9.04,293.0,434.7,8.94,Sandy,19248.11,2022
FARM023043,Kisumu,Beans,Short Rains,7.12,211.4,1462.3,3.13,Loamy,12233.9,2023
FARM023044,Kisumu,Coffee,Short Rains,2.69,241.3,844.1,2.98,Sandy,21541.97,2022
FARM023045,Nyeri,Tea,Short Rains,6.84,300.6,1235.3,10.83,Sandy,70701.13,2018
FARM023046,Embu,Maize,Short Rains,5.8,303.4,1132.6,1.91,Sandy,29952.17,2019
FARM023047,Uasin Gishu,Sugarcane,Short Rains,6.73,162.7,1224.7,10.94,Loamy,14958.0,2021
FARM023048,Kisumu,Wheat,Long Rains,5.02,106.2,1242.4,3.96,Sandy,11507.9,2022
FARM023049,Bungoma,Tea,Long Rains,0.83,335.9,1302.5,5.75,Loamy,63093.83,2024
FARM023050,Kisumu,Maize,Long Rains,2.61,259.6,940.3,6.22,Sandy,55617.64,2016
FARM023051,Meru,Coffee,Long Rains,0.78,246.3,536.0,11.39,Clay,25019.26,2020
FARM023052,Uasin Gishu,Wheat,Long Rains,6.11,436.6,546.1,0.72,Sandy,78056.01,2022
FARM023053,Embu,Coffee,Short Rains,9.72,419.4,1127.2,1.63,Sandy,53332.96,2020
FARM023054,Kisumu,Beans,Long Rains,4.63,234.6,1444.6,10.26,Sandy,27470.34,2015
FARM023055,Embu,Beans,Long Rains,9.04,432.9,489.7,2.89,Sandy,46067.68,2016
FARM023056,Bungoma,Sugarcane,Short Rains,1.59,420.1,314.6,5.33,Sandy,71382.72,2015
FARM023057,Uasin Gishu,Maize,Short Rains,9.2,286.6,1371.6,11.89,Sandy,39105.57,2021
FARM023058,Bungoma,Tea,Long Rains,8.2,185.2,519.1,1.58,Sandy,71165.88,2022
FARM023059,Uasin Gishu,Tea,Long Rains,3.22,496.4,543.0,1.94,Clay,70039.67,2017
FARM023060,Uasin Gishu,Sugarcane,Short Rains,1.97,453.1,1439.0,0.88,Loamy,27927.65,2016
FARM023061,Meru,Sugarcane,Long Rains,8.46,95.2,248.7,6.41,Loamy,71347.78,2019
FARM023062,Kisumu,Sugarcane,Short Rains,7.0,232.1,1312.3,10.98,Clay,31910.75,2016
FARM023063,Kisumu,Sugarcane,Long Rains,4.74,341.0,872.0,2.01,Sandy,21542.9,2020
FARM023064,Embu,Beans,Short Rains,6.43,101.5,968.3,10.98,Loamy,54222.68,2021
FARM023065,Embu,Beans,Short Rains,2.55,161.3,1099.3,3.9,Loamy,76811.85,2018
FARM023066,Bungoma,Wheat,Long Rains,7.94,141.7,1308.9,5.4,Loamy,70712.28,2019
FARM023067,Uasin Gishu,Tea,Long Rains,8.75,140.3,1167.8,2.24,Clay,64249.15,2024
FARM023068,Nakuru,Coffee,Short Rains,1.64,348.1,927.5,5.09,Sandy,61900.83,2024
FARM023069,Bungoma,Maize,Short Rains,1.23,305.8,271.5,6.8,Clay,10806.3,2018
FARM023070,Embu,Coffee,Long Rains,2.54,386.0,1279.4,0.28,Clay,73286.04,2017
FARM023071,Kisumu,Sugarcane,Long Rains,3.12,488.6,967.7,9.91,Clay,67479.9,2018
FARM023072,Kisumu,Beans,Long Rains,4.91,470.6,1281.9,2.86,Clay,72709.52,2018
FARM023073,Meru,Wheat,Long Rains,8.14,210.6,1465.6,6.85,Clay,35201.06,2019
FARM023074,Nakuru,Maize,Long Rains,3.76,382.1,1418.7,11.48,Loamy,16855.61,2024
FARM023075,Kisumu,Beans,Short Rains,3.27,403.3,362.6,0.69,Sandy,55028.88,2018
FARM023076,Embu,Coffee,Short Rains,4.67,92.6,1360.3,11.77,Clay,52048.77,2019
FARM023077,Embu,Wheat,Long Rains,6.02,108.9,916.8,0.35,Clay,20046.66,2019
FARM023078,Nyeri,Coffee,Long Rains,2.44,319.7,666.5,5.92,Sandy,54434.1,2023
FARM023079,Kisumu,Wheat,Long Rains,7.26,372.8,756.4,0.23,Loamy,32134.29,2024
FARM023080,Embu,Sugarcane,Long Rains,7.23,111.3,250.0,4.44,Clay,67459.67,2016
FARM023081,Bungoma,Maize,Short Rains,4.41,116.4,681.8,9.21,Clay,77813.51,2024
FARM023082,Nakuru,Coffee,Long Rains,6.74,304.5,769.9,7.08,Loamy,28305.31,2015
FARM023083,Bungoma,Coffee,Short Rains,1.1,272.0,422.8,1.69,Sandy,50424.81,2018
FARM023084,Bungoma,Tea,Long Rains,1.84,423.0,1339.1,8.63,Clay,40179.02,2018
FARM023085,Embu,Coffee,Short Rains,6.89,106.1,280.0,7.12,Clay,23036.82,2024
FARM023086,Embu,Sugarcane,Long Rains,5.27,176.5,956.3,11.79,Clay,25017.84,2018
FARM023087,Kisumu,Wheat,Long Rains,6.76,248.3,229.2,2.29,Loamy,23904.01,2023
FARM023088,Embu,Beans,Short Rains,0.8,197.6,322.7,6.55,Sandy,14002.35,2024
FARM023089,Meru,Maize,Short Rains,9.58,418.3,963.6,9.78,Clay,29924.91,2018
FARM023090,Bungoma,Coffee,Long Rains,6.23,118.0,1047.2,1.27,Clay,19787.31,2016
FARM023091,Bungoma,Wheat,Short Rains,1.33,343.4,449.3,1.28,Clay,25527.33,2021
FARM023092,Bungoma,Wheat,Short Rains,6.87,341.1,1425.0,10.12,Sandy,58525.68,2016
FARM023093,Uasin Gishu,Tea,Short Rains,1.87,397.4,504.2,10.39,Clay,33866.83,2020
FARM023094,Uasin Gishu,Tea,Long Rains,7.86,495.5,598.3,4.31,Clay,34525.75,2017
FARM023095,Nyeri,Wheat,Long Rains,1.47,449.7,1397.5,5.28,Clay,12342.35,2020
FARM023096,Kisumu,Maize,Short Rains,2.57,209.4,674.2,0.89,Loamy,18580.1,2024
FARM023097,Kisumu,Maize,Long Rains,1.93,87.4,1378.2,11.55,Sandy,48885.19,2018
FARM023098,Bungoma,Tea,Short Rains,3.54,183.4,1293.2,10.19,Sandy,37690.8,2024
FARM023099,Uasin Gishu,Tea,Short Rains,7.53,479.3,1058.1,3.47,Loamy,59760.89,2018
FARM023100,Uasin Gishu,Tea,Short Rains,2.76,181.3,1409.7,7.24,Clay,69717.03,2015
FARM023101,Uasin Gishu,Coffee,Short Rains,4.46,441.9,1496.4,6.27,Clay,17564.57,2015
FARM023102,Uasin Gishu,Beans,Short Rains,0.87,255.3,1085.0,3.41,Loamy,43231.76,2021
FARM023103,Uasin Gishu,Coffee,Long Rains,9.06,210.2,1144.8,3.51,Clay,16418.34,2021
FARM023104,Uasin Gishu,Sugarcane,Short Rains,2.95,174.1,652.9,2.44,Loamy,20244.81,2017
FARM023105,Bungoma,Maize,Short Rains,3.37,257.4,1487.0,5.4,Clay,65690.85,2024
FARM023106,Meru,Tea,Long Rains,7.18,94.4,1050.1,3.24,Loamy,19243.59,2021
FARM023107,Nyeri,Beans,Short Rains,3.29,164.0,399.6,3.51,Loamy,39653.0,2020
FARM023108,Nyeri,Coffee,Short Rains,2.55,238.1,1073.1,1.99,Clay,45212.83,2018
FARM023109,Nyeri,Maize,Short Rains,8.37,181.2,638.1,10.68,Clay,54923.78,2019
FARM023110,Meru,Sugarcane,Long Rains,8.3,246.5,962.5,2.08,Clay,19616.81,2022
FARM023111,Nakuru,Tea,Short Rains,4.26,397.5,1425.6,3.11,Sandy,71524.4,2021
FARM023112,Bungoma,Maize,Long Rains,8.97,174.8,279.1,7.53,Sandy,45995.84,2021
FARM023113,Nyeri,Beans,Short Rains,8.57,390.7,985.4,1.88,Sandy,71789.52,2016
FARM023114,Uasin Gishu,Coffee,Short Rains,3.9,224.0,1389.6,9.43,Loamy,23809.58,2023
FARM023115,Embu,Beans,Long Rains,4.4,206.5,492.6,10.66,Sandy,39112.22,2017
FARM023116,Meru,Beans,Long Rains,1.69,64.0,757.2,1.51,Clay,35648.03,2016
FARM023117,Nakuru,Sugarcane,Short Rains,3.91,180.8,815.2,0.71,Loamy,48761.84,2023
FARM023118,Nakuru,Beans,Long Rains,0.55,240.2,424.3,1.58,Loamy,60116.87,2018
FARM023119,Embu,Maize,Long Rains,4.43,105.4,510.6,6.74,Clay,42541.65,2016
FARM023120,Bungoma,Beans,Long Rains,4.13,175.3,1041.2,2.9,Sandy,38915.23,2015
FARM023121,Nyeri,Coffee,Short Rains,5.04,223.7,281.6,8.97,Clay,59611.34,2019
FARM023122,Nakuru,Tea,Short Rains,9.28,242.4,776.9,0.69,Sandy,24053.34,2020
FARM023123,Meru,Tea,Short Rains,1.86,236.6,559.3,5.96,Loamy,39981.3,2019
FARM023124,Kisumu,Coffee,Short Rains,5.08,266.8,1114.9,11.89,Clay,34213.09,2019
FARM023125,Nakuru,Tea,Short Rains,6.62,453.3,1413.6,2.22,Sandy,34666.79,2021
FARM023126,Meru,Tea,Long Rains,3.67,455.8,1443.3,6.99,Loamy,70510.46,2024
FARM023127,Nakuru,Tea,Short Rains,5.61,214.6,370.1,5.6,Clay,23902.61,2022
FARM023128,Kisumu,Beans,Long Rains,6.68,364.3,788.6,9.72,Clay,70903.89,2024
FARM023129,Uasin Gishu,Maize,Short Rains,8.11,158.2,714.8,1.99,Loamy,28432.82,2016
FARM023130,Bungoma,Wheat,Long Rains,2.97,56.1,747.1,1.72,Loamy,32338.54,2016
FARM023131,Nyeri,Wheat,Short Rains,2.91,100.6,1343.7,2.14,Clay,60075.47,2015
FARM023132,Nakuru,Tea,Long Rains,7.65,252.6,436.1,9.53,Clay,28421.67,2021
FARM023133,Kisumu,Maize,Long Rains,1.31,222.8,883.0,3.61,Sandy,76359.39,2017
FARM023134,Bungoma,Tea,Short Rains,6.11,215.1,1256.9,2.69,Sandy,66362.71,2019
FARM023135,Nakuru,Tea,Short Rains,4.26,286.3,1360.9,2.68,Loamy,47122.35,2024
FARM023136,Kisumu,Coffee,Short Rains,2.68,140.4,1018.2,4.26,Sandy,11090.62,2024
FARM023137,Nyeri,Sugarcane,Short Rains,2.52,103.8,557.5,8.77,Clay,26991.88,2024
FARM023138,Meru,Wheat,Short Rains,4.83,80.8,334.4,2.74,Loamy,22247.69,2015
FARM023139,Uasin Gishu,Beans,Long Rains,0.51,412.8,364.5,1.26,Clay,40919.33,2016
FARM023140,Embu,Sugarcane,Short Rains,3.05,93.9,1109.5,8.74,Sandy,65343.65,2015
FARM023141,Kisumu,Coffee,Long Rains,0.91,128.4,629.4,11.75,Sandy,54594.85,2023
FARM023142,Nyeri,Wheat,Long Rains,0.62,220.2,1245.7,6.0,Loamy,39197.63,2018
FARM023143,Nyeri,Coffee,Short Rains,9.38,452.5,851.5,3.46,Clay,16011.89,2017
FARM023144,Bungoma,Coffee,Short Rains,1.77,267.3,443.0,5.39,Sandy,73780.27,2017
FARM023145,Nakuru,Sugarcane,Long Rains,6.39,369.6,430.8,11.69,Loamy,13640.83,2020
FARM023146,Bungoma,Maize,Long Rains,6.5,437.5,1015.9,7.56,Clay,31903.88,2023
FARM023147,Nyeri,Sugarcane,Short Rains,9.68,63.0,1044.4,0.83,Clay,11650.61,2022
FARM023148,Nyeri,Maize,Short Rains,5.15,133.6,243.1,6.55,Sandy,13573.81,2018
FARM023149,Embu,Tea,Long Rains,9.55,133.6,300.7,9.5,Clay,78344.17,2021
FARM023150,Nyeri,Beans,Short Rains,2.38,409.0,1068.9,1.71,Sandy,40321.96,2024
FARM023151,Meru,Coffee,Long Rains,8.35,188.3,248.9,11.77,Loamy,79880.41,2015
FARM023152,Uasin Gishu,Sugarcane,Short Rains,6.29,389.8,1275.8,7.04,Sandy,33543.66,2020
FARM023153,Uasin Gishu,Beans,Long Rains,5.56,482.6,1058.9,6.73,Sandy,73803.93,2016
FARM023154,Kisumu,Coffee,Short Rains,5.83,132.2,329.0,7.73,Clay,14247.13,2016
FARM023155,Kisumu,Beans,Long Rains,1.43,324.6,786.6,9.79,Clay,61832.3,2023
FARM023156,Uasin Gishu,Wheat,Long Rains,7.85,331.3,383.2,9.25,Clay,26141.37,2022
FARM023157,Uasin Gishu,Wheat,Short Rains,6.52,220.8,1141.5,9.19,Clay,70954.17,2021
FARM023158,Uasin Gishu,Coffee,Long Rains,8.47,325.6,390.7,6.94,Sandy,77595.95,2022
FARM023159,Bungoma,Coffee,Long Rains,1.54,352.4,1313.3,9.37,Loamy,62597.78,2019
FARM023160,Uasin Gishu,Tea,Short Rains,8.83,250.4,1495.3,8.03,Loamy,49230.81,2022
FARM023161,Nyeri,Beans,Short Rains,1.58,126.5,930.2,0.22,Clay,19688.5,2018
FARM023162,Meru,Tea,Short Rains,0.57,51.4,1064.1,11.68,Loamy,13930.04,2019
FARM023163,Meru,Tea,Short Rains,9.55,192.3,441.9,0.45,Loamy,64240.32,2019
FARM023164,Bungoma,Coffee,Short Rains,5.06,441.7,372.4,4.17,Clay,57932.29,2020
FARM023165,Uasin Gishu,Wheat,Short Rains,5.52,345.4,1117.7,4.78,Clay,44676.29,2018
FARM023166,Nyeri,Sugarcane,Short Rains,8.86,126.0,823.0,0.94,Clay,55827.79,2017
FARM023167,Meru,Coffee,Short Rains,9.23,158.8,521.1,3.14,Sandy,24403.17,2018
FARM023168,Kisumu,Beans,Short Rains,9.09,416.1,626.3,7.83,Sandy,51934.15,2018
FARM023169,Bungoma,Coffee,Short Rains,1.02,84.7,547.6,1.02,Clay,74942.77,2016
FARM023170,Nyeri,Sugarcane,Long Rains,6.23,332.3,893.0,2.89,Loamy,32012.3,2024
FARM023171,Nakuru,Beans,Short Rains,4.23,438.1,439.8,9.13,Clay,29021.74,2020
FARM023172,Nyeri,Tea,Short Rains,3.02,107.4,1285.5,10.21,Loamy,67909.75,2017
FARM023173,Meru,Tea,Short Rains,9.21,268.0,536.9,3.81,Sandy,25345.53,2019
FARM023174,Meru,Beans,Long Rains,9.0,150.2,770.8,2.46,Loamy,38325.84,2024
FARM023175,Kisumu,Maize,Short Rains,0.97,398.4,1132.0,9.79,Sandy,55005.33,2017
FARM023176,Uasin Gishu,Sugarcane,Long Rains,9.58,412.0,324.2,9.47,Loamy,68492.14,2020
FARM023177,Nyeri,Coffee,Long Rains,6.03,209.6,1127.6,2.27,Loamy,67394.13,2020
FARM023178,Uasin Gishu,Beans,Long Rains,5.61,141.6,538.7,8.93,Clay,79962.59,2023
FARM023179,Meru,Sugarcane,Long Rains,3.66,244.6,721.9,10.41,Clay,17261.01,2017
FARM023180,Meru,Tea,Short Rains,7.33,133.9,1141.8,9.04,Sandy,33644.24,2017
FARM023181,Bungoma,Beans,Long Rains,3.22,249.5,1174.5,10.76,Loamy,64913.42,2018
FARM023182,Nyeri,Maize,Long Rains,5.76,176.4,227.9,5.37,Sandy,39800.58,2023
FARM023183,Kisumu,Tea,Long Rains,5.52,399.2,646.1,3.92,Clay,18211.95,2020
FARM023184,Kisumu,Sugarcane,Long Rains,4.6,439.8,1332.5,0.92,Clay,59170.08,2020
FARM023185,Embu,Coffee,Short Rains,7.9,186.7,1402.0,9.64,Clay,22428.4,2015
FARM023186,Uasin Gishu,Maize,Long Rains,4.47,342.2,283.1,4.07,Loamy,43263.31,2024
FARM023187,Meru,Beans,Short Rains,5.28,448.1,1040.6,10.47,Clay,52321.56,2017
FARM023188,Nyeri,Coffee,Long Rains,8.77,82.2,366.1,9.35,Loamy,10876.08,2017
FARM023189,Bungoma,Coffee,Short Rains,7.11,432.9,916.1,5.59,Clay,34143.95,2018
FARM023190,Uasin Gishu,Tea,Short Rains,3.81,84.3,1104.7,11.16,Clay,28532.66,2024
FARM023191,Nyeri,Coffee,Long Rains,6.38,322.2,338.4,2.91,Loamy,14779.43,2017
FARM023192,Nyeri,Sugarcane,Long Rains,4.34,472.1,531.5,2.48,Loamy,54239.01,2023
FARM023193,Bungoma,Sugarcane,Short Rains,4.29,181.9,213.3,3.92,Clay,12209.29,2024
FARM023194,Uasin Gishu,Coffee,Short Rains,9.32,186.7,1486.4,7.98,Sandy,31588.15,2016
FARM023195,Embu,Maize,Long Rains,2.23,386.9,1079.7,1.43,Clay,59084.17,2019
FARM023196,Embu,Tea,Long Rains,3.33,325.9,628.6,7.0,Clay,24712.98,2019
FARM023197,Embu,Coffee,Long Rains,8.36,288.4,389.0,2.5,Sandy,68341.45,2023
FARM023198,Bungoma,Maize,Short Rains,7.93,248.5,265.0,8.52,Loamy,76606.49,2015
FARM023199,Embu,Sugarcane,Long Rains,3.16,429.3,770.2,8.65,Loamy,11366.52,2019
FARM023200,Meru,Maize,Long Rains,6.15,117.2,1295.2,1.96,Sandy,53380.97,2015
FARM023201,Nyeri,Wheat,Short Rains,1.85,222.3,889.9,11.51,Loamy,20195.04,2021
FARM023202,Nyeri,Sugarcane,Short Rains,6.55,217.4,898.5,11.99,Clay,59615.48,2023
FARM023203,Nakuru,Tea,Long Rains,0.8,250.8,750.0,7.01,Clay,14460.88,2017
FARM023204,Nakuru,Coffee,Short Rains,7.81,356.2,1425.1,6.96,Loamy,77459.85,2016
FARM023205,Uasin Gishu,Tea,Short Rains,6.09,95.7,1032.3,4.32,Sandy,42499.76,2017
FARM023206,Nakuru,Coffee,Long Rains,5.81,86.0,234.0,8.11,Sandy,43207.1,2017
FARM023207,Nakuru,Wheat,Short Rains,8.78,164.7,1343.6,4.57,Loamy,67164.83,2022
FARM023208,Nyeri,Tea,Long Rains,8.71,54.1,1330.5,2.78,Sandy,68971.6,2017
FARM023209,Nyeri,Maize,Long Rains,0.78,404.5,1420.9,10.01,Sandy,50952.08,2023
FARM023210,Nyeri,Sugarcane,Long Rains,1.46,314.1,967.8,8.49,Sandy,70597.36,2019
FARM023211,Nyeri,Coffee,Short Rains,2.19,230.4,281.0,7.11,Clay,28577.69,2022
FARM023212,Uasin Gishu,Maize,Long Rains,3.4,277.2,348.2,2.52,Sandy,20881.22,2019
FARM023213,Nyeri,Sugarcane,Short Rains,2.46,216.8,895.1,1.04,Sandy,52804.43,2015
FARM023214,Uasin Gishu,Sugarcane,Short Rains,6.2,84.7,358.3,0.71,Sandy,42360.65,2019
FARM023215,Nyeri,Beans,Long Rains,4.89,170.8,980.4,3.11,Loamy,36683.91,2023
FARM023216,Embu,Sugarcane,Long Rains,3.45,345.3,537.2,7.09,Sandy,32801.16,2023
FARM023217,Meru,Maize,Long Rains,1.08,445.3,304.6,4.43,Sandy,51210.37,2024
FARM023218,Kisumu,Tea,Short Rains,6.68,200.5,535.7,1.76,Loamy,47049.53,2021
FARM023219,Meru,Sugarcane,Short Rains,4.01,468.9,696.4,7.89,Loamy,27426.13,2024
FARM023220,Uasin Gishu,Tea,Short Rains,1.07,109.3,407.6,9.67,Clay,29687.47,2020
FARM023221,Kisumu,Coffee,Long Rains,8.1,166.7,958.5,1.22,Sandy,50035.95,2020
FARM023222,Bungoma,Sugarcane,Short Rains,7.43,409.0,581.7,8.77,Sandy,42137.59,2023
FARM023223,Nakuru,Maize,Short Rains,0.96,458.8,926.7,3.65,Sandy,38783.18,2018
FARM023224,Kisumu,Sugarcane,Long Rains,3.34,265.7,1329.1,2.79,Sandy,54069.85,2021
FARM023225,Uasin Gishu,Wheat,Long Rains,5.94,425.6,296.8,3.47,Sandy,26410.33,2021
FARM023226,Kisumu,Wheat,Long Rains,7.5,493.1,1178.5,0.25,Clay,22404.84,2019
FARM023227,Meru,Tea,Short Rains,8.8,125.7,953.9,7.68,Loamy,67628.72,2021
FARM023228,Embu,Coffee,Long Rains,7.93,115.6,476.9,3.01,Clay,32288.72,2018
FARM023229,Uasin Gishu,Sugarcane,Short Rains,3.72,93.7,1494.0,3.13,Loamy,41812.39,2023
FARM023230,Nakuru,Coffee,Long Rains,8.97,387.8,411.5,8.2,Loamy,78129.61,2018
FARM023231,Meru,Maize,Short Rains,1.24,467.1,1098.7,11.51,Loamy,39077.1,2023
FARM023232,Nyeri,Coffee,Short Rains,1.15,305.0,1122.9,2.04,Sandy,66933.16,2022
FARM023233,Nakuru,Tea,Long Rains,7.85,189.1,1025.2,7.45,Sandy,54248.52,2015
FARM023234,Nyeri,Wheat,Long Rains,2.85,474.0,1075.6,1.01,Loamy,21666.16,2020
FARM023235,Meru,Maize,Long Rains,7.36,374.7,397.8,6.65,Loamy,75270.9,2017
FARM023236,Nakuru,Maize,Long Rains,0.8,69.5,1339.0,11.83,Loamy,26685.38,2023
FARM023237,Kisumu,Maize,Short Rains,6.52,139.0,213.1,8.58,Clay,61242.79,2018
FARM023238,Uasin Gishu,Wheat,Short Rains,8.2,70.0,1310.3,9.84,Loamy,77474.89,2023
FARM023239,Nyeri,Sugarcane,Long Rains,9.25,412.2,536.0,11.96,Sandy,16795.86,2015
FARM023240,Uasin Gishu,Tea,Short Rains,1.29,308.2,482.7,7.91,Sandy,34914.44,2019
FARM023241,Embu,Maize,Long Rains,3.12,85.6,1300.3,2.87,Sandy,12383.26,2016
FARM023242,Embu,Coffee,Short Rains,6.64,470.3,796.4,4.68,Clay,25141.82,2016
FARM023243,Embu,Sugarcane,Short Rains,7.89,242.1,1250.0,10.07,Sandy,11134.28,2021
FARM023244,Bungoma,Coffee,Short Rains,5.08,452.5,244.0,2.29,Clay,73072.65,2019
FARM023245,Embu,Maize,Long Rains,0.83,207.6,1281.0,0.86,Sandy,38742.47,2015
FARM023246,Kisumu,Coffee,Long Rains,9.96,221.9,537.2,1.29,Loamy,16148.98,2019
FARM023247,Embu,Coffee,Long Rains,8.67,271.1,1487.1,8.59,Loamy,69183.42,2021
FARM023248,Nakuru,Sugarcane,Long Rains,2.65,123.8,976.9,5.26,Loamy,21371.31,2024
FARM023249,Meru,Coffee,Long Rains,9.88,362.3,1251.3,8.57,Sandy,31955.76,2020
FARM023250,Nyeri,Beans,Short Rains,2.17,369.4,259.2,4.84,Sandy,48659.35,2021
FARM023251,Nyeri,Sugarcane,Short Rains,9.43,482.4,1348.1,3.09,Sandy,68044.86,2019
FARM023252,Bungoma,Maize,Short Rains,3.6,177.2,985.5,5.55,Loamy,77002.93,2017
FARM023253,Uasin Gishu,Maize,Short Rains,7.67,366.3,329.1,0.77,Sandy,54680.25,2019
FARM023254,Nyeri,Sugarcane,Long Rains,3.73,314.6,917.0,1.53,Clay,36529.48,2022
FARM023255,Embu,Maize,Short Rains,8.23,256.8,841.2,10.6,Loamy,74938.03,2021
FARM023256,Uasin Gishu,Maize,Long Rains,3.18,108.6,1497.9,0.92,Loamy,51192.12,2017
FARM023257,Bungoma,Beans,Long Rains,3.32,262.8,827.1,2.25,Clay,79690.29,2020
FARM023258,Embu,Coffee,Long Rains,9.64,361.1,886.3,2.79,Sandy,47529.89,2019
FARM023259,Kisumu,Maize,Long Rains,3.42,211.7,226.8,0.23,Clay,53489.79,2023
FARM023260,Nakuru,Beans,Long Rains,5.5,353.3,249.6,9.6,Sandy,40787.62,2021
FARM023261,Nakuru,Wheat,Long Rains,2.21,90.6,1418.1,8.75,Sandy,62056.61,2019
FARM023262,Kisumu,Sugarcane,Short Rains,0.69,273.0,677.2,5.54,Clay,79536.05,2016
FARM023263,Nyeri,Wheat,Long Rains,5.79,224.8,1478.4,7.46,Loamy,35289.26,2023
FARM023264,Embu,Wheat,Short Rains,2.29,115.3,1125.3,2.49,Clay,68890.54,2020
FARM023265,Nakuru,Beans,Short Rains,3.15,245.5,1153.3,2.39,Clay,20667.87,2023
FARM023266,Nakuru,Beans,Long Rains,2.98,275.6,1231.9,7.52,Sandy,50022.19,2022
FARM023267,Uasin Gishu,Sugarcane,Short Rains,6.73,133.5,480.5,10.81,Sandy,29518.12,2017
FARM023268,Meru,Sugarcane,Short Rains,3.34,172.4,738.4,0.85,Clay,32512.25,2023
FARM023269,Meru,Beans,Short Rains,7.16,56.4,1185.7,9.22,Loamy,54845.34,2019
FARM023270,Meru,Sugarcane,Short Rains,4.99,250.9,502.7,7.77,Sandy,78555.31,2018
FARM023271,Uasin Gishu,Tea,Long Rains,8.4,165.2,655.8,10.5,Clay,50601.05,2020
FARM023272,Bungoma,Maize,Long Rains,1.96,365.4,1321.1,1.56,Sandy,54813.47,2018
FARM023273,Kisumu,Beans,Short Rains,5.66,442.8,362.4,3.61,Sandy,65516.21,2024
FARM023274,Uasin Gishu,Tea,Long Rains,6.19,94.9,1084.3,9.56,Loamy,15957.18,2019
FARM023275,Nyeri,Sugarcane,Short Rains,4.73,162.7,1341.6,8.19,Sandy,34319.53,2020
FARM023276,Nyeri,Wheat,Long Rains,4.03,60.7,347.2,7.1,Loamy,45930.23,2017
FARM023277,Nyeri,Beans,Short Rains,2.21,387.4,1141.3,6.21,Clay,79366.83,2015
FARM023278,Nakuru,Coffee,Short Rains,2.36,158.2,1064.4,2.33,Sandy,14568.67,2021
FARM023279,Bungoma,Wheat,Long Rains,5.33,150.6,343.0,6.0,Clay,41412.91,2019
FARM023280,Embu,Tea,Short Rains,5.46,414.7,1239.6,0.79,Clay,49569.7,2024
FARM023281,Embu,Wheat,Long Rains,8.93,456.3,746.8,1.53,Sandy,74737.95,2020
FARM023282,Nyeri,Maize,Short Rains,3.61,285.5,1418.1,0.2,Clay,79242.33,2022
FARM023283,Uasin Gishu,Beans,Long Rains,2.97,88.3,278.7,10.96,Clay,70000.73,2023
FARM023284,Bungoma,Tea,Long Rains,4.05,375.4,841.9,8.77,Clay,52583.59,2022
FARM023285,Kisumu,Wheat,Short Rains,2.33,486.1,967.0,9.82,Loamy,12466.14,2024
FARM023286,Nakuru,Tea,Short Rains,4.91,104.7,1097.6,5.22,Clay,33197.01,2024
